Country,Year,Total - all NACE activities,"Agriculture, forestry and fishing",Mining and quarrying,Manufacturing,"Electricity, gas, steam and air conditioning supply","Water supply; sewerage, waste management and remediation activities",Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,Information and communication,Financial and insurance activities,Real estate activities,"Professional, scientific and technical activities",Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,"Arts, entertainment and recreation",Other service activities,Activities of households as employers,Activities of extraterritorial organisations and bodies,GHG
Finland,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Sweden,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Iceland,2000,3034397.35,735512.91,459.83,975649.86,158393.96,4100.87,218736.96,23399.19,814610.63,1116.14,2463.8,50559.56,2055.18,3457.19,3607.12,5763.34,227.92,1369.4,670.62,1069.95,0,31172.9,CO2
Norway,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Switzerland,2000,27944173.23,881841.66,88884.54,9088214.65,578976.7,2071681.62,1110007.74,1888369.82,7307283.61,636502.15,189006.16,337616.58,127565.94,539035.88,289838.91,1357299.8,82082.6,710084.76,302306.96,357573.16,0,0,CO2
Serbia,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Türkiye,2000,199351217,9229888,1699474,86585147,68956614,131895,6261587,6785271,12934407,1825931,116917,248784,202451,405391,313123,1206452,1011263,752223,96337,561407,21966,4689,CO2
European Union - 27 countries (from 2020),2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Belgium,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Bulgaria,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Czechia,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Denmark,2001,66873575.57,2657518.68,2571292.32,8035023.04,24979578.82,873577.37,1084452.67,1146688.87,23967967.37,89696.73,122760.2,54610.44,96839.37,148657.82,194560.9,276621.05,154617.86,234234.87,64983.9,119893.29,0,0,CO2
Germany,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Estonia,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Ireland,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Greece,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Spain,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
France,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Croatia,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Italy,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Cyprus,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Latvia,2001,7582163.18,466846.64,37859.75,1444022.3,2450057.72,43915.16,229546.96,339805.81,2112263.28,20005.76,15120.1,14001.08,50938.16,33329.63,67510.76,129072.88,52307.36,51843.48,12329.73,11386.62,0,0,CO2
Lithuania,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Luxembourg,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Hungary,2001,48264769.86,1811977.18,177576.71,11787390.92,22509908.76,202768.18,516117.67,1101043.67,5911681.02,165840.69,453662.44,300882.79,678081.61,433141.56,274136.41,846076.24,446574.51,338128.05,109787.31,199994.14,0,0,CO2
Malta,2001,2674923.14,17608.83,6576.81,75818.26,1946513.65,13131.36,34615.91,62504.04,364118.53,47966.41,4523.97,212.92,10171.7,14834.52,7111.1,9954.83,2355.49,31804.2,3893.99,21206.63,0,0,CO2
Netherlands,2001,159783271.78,9879340.07,2257422.49,46190797.08,51816295.78,1916599.46,4351271.7,4876818.21,28154399.36,909993.19,391516.97,690982.81,587442.63,906948.39,2246137.69,1642689.49,684925.62,1163958.64,498438.34,617293.87,0,0,CO2
Austria,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Poland,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Portugal,2001,56017168.46,1662900,376600,18645700,19295200,700800,2159800,2944700,7450179.52,308800,94000,55800,49000,141700,267100,687588.94,150200,736600,87300,203200,0,0,CO2
Romania,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Slovenia,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Slovakia,2001,36207069.43,217269.74,105153.3,19137376.51,9163837.18,167438.51,1916358.76,178306.22,3259739.65,163671.22,13478.33,1967.13,254254.42,513512.5,183628.85,346093.72,111757.48,185459.64,134322.62,153198.19,0,245.45,CO2
Finland,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Sweden,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Iceland,2001,2880098.65,653508.87,810.9,1059513.46,148570.32,4247.22,215914.32,23880.32,678152.87,964.88,2299.09,10504.15,2060.71,3356.51,3786.47,6642.26,185.88,1194.32,611.73,1134.82,0,62759.56,CO2
Norway,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Switzerland,2001,28772010.03,924159.87,89828.27,9344828.98,601138.42,2151615.23,1133924.09,2027307.48,7046362.65,721462.97,211459.41,385811.55,147421.38,609530.31,316216.13,1456860.64,89133.94,780384.02,339728.62,394836.05,0,0,CO2
Serbia,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Türkiye,2001,186724828,8774130,1138781,77486303,71039700,132737,3884193,5945713,12509149,1552660,102867,215144,203202,355062,286817,1055613,833477,633027,81263,471777,18579,4634,CO2
European Union - 27 countries (from 2020),2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Belgium,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Bulgaria,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Czechia,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Denmark,2002,68126316.12,2567388.8,2539429.09,7675078.8,25053969.34,917929.75,1194636.94,1130996.31,25466815.34,98006.05,111687.62,66542.29,103372.47,179534.01,196254.84,253326.35,156422.27,226737.47,68914.22,119274.16,0,0,CO2
Germany,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Estonia,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Ireland,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Greece,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Spain,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
France,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Croatia,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Italy,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Cyprus,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Latvia,2002,7594942.19,445507.13,30873.42,1485512.75,2354115,48131.06,260489.73,351852.98,2131047.42,23135.23,15464.97,14399.33,54812.62,34014.51,70106.84,136031.54,52231.85,59025.75,14763.86,13426.19,0,0,CO2
Lithuania,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Luxembourg,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Hungary,2002,46693452.55,1900398.18,177420.72,11806275.41,20917955.56,200405.05,545187.36,1102115.27,6046500.2,157509.67,439827.78,283914.39,589424.46,397789.03,276211.94,803515.68,427459.35,323683.42,111917.47,185941.59,0,0,CO2
Malta,2002,2659561.37,19217.52,6844.38,78614.88,1959464.43,13163.85,34922.96,61561.53,347581.09,40964.28,4456.97,209.56,9067.28,14867.23,7084.37,10067.39,2290.77,27249.49,3315.18,18618.22,0,0,CO2
Netherlands,2002,159029821.26,9313402.54,2402404.32,45546622.92,52825583.66,1983590.51,4098052.24,4764258.47,27854193.34,855597.55,343995.54,662547.51,581992.86,887090.53,2354272.45,1640242.85,672597.61,1179597.83,484238.07,579540.46,0,0,CO2
Austria,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Poland,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Portugal,2002,59847541.25,1642400,346400,19015400,22587100,803500,2259600,3098100,7398970.25,297700,86000,55500,40700,118200,272000,735171,147100,765900,95300,82500,0,0,CO2
Romania,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Slovenia,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Slovakia,2002,35126566.47,184377.5,139457.76,18836896.4,8642651.53,155927.48,1951667.31,187179.44,3063760.79,156160.1,14341.09,2087.39,241663.8,490761.93,177359.1,326611.69,105996.57,176909.21,127088.99,145411.34,0,257.04,CO2
Finland,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Sweden,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Iceland,2002,2914967.23,720379.91,518.99,1103850.27,152913.69,4075.25,206967.03,23724.92,608291.66,1133.95,2767.81,34036.93,2077.07,3472.21,3983.4,6359.69,240.54,1452.31,721.07,1168.52,0,36832,CO2
Norway,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Switzerland,2002,27355040.45,938071.24,86171.85,8867387.72,613325.58,2185201.58,1138828.21,1879480.1,6674904.55,634918.62,190942.63,353590.51,135470.46,548681.07,292307.88,1351195.72,79294.36,720606.48,305936.76,358725.13,0,0,CO2
Serbia,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Türkiye,2002,192101965,8895645,1565354,86986559,65407506,122206,5766368,5904447,11728445,1525370,102323,212879,199709,352343,286829,1048078,814568,616271,80007,464025,18304,4729,CO2
European Union - 27 countries (from 2020),2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Belgium,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Bulgaria,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Czechia,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Denmark,2003,77022771.92,2488758.99,2511561.29,7580433.78,29751277.33,977835.29,1338792.59,1165605.14,29501657.46,117095.7,98180.97,71115.93,119798.83,187333.96,241251.44,274368.2,150669.45,245915.37,73843.41,127276.81,0,0,CO2
Germany,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Estonia,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Ireland,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Greece,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Spain,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
France,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Croatia,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Italy,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Cyprus,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Latvia,2003,7505238.2,525260.14,28745.79,1526342.87,2281346.4,47178.07,277196.51,374590.69,1939227.23,24764.6,15896.42,14996.56,58527.88,34784.38,76284.13,137899.6,52006.21,60565.37,15531.82,14093.55,0,0,CO2
Lithuania,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Luxembourg,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Hungary,2003,47987385.81,1850402.23,203193.9,11415499.41,22355108.75,211698.06,527007.05,1160237.02,6005482.39,163025.5,473331.09,305676.6,617036.61,413387.19,306781.03,828341.91,482279.46,374612.08,99468.41,194817.12,0,0,CO2
Malta,2003,2864318.13,19931.8,7205.17,82228.64,2162251.37,13114.1,35045.28,61050.39,350006.8,39044.65,4420.28,207.79,8752.76,14808.29,7045.8,9899.59,2264.4,25998.09,3156.82,17886.11,0,0,CO2
Netherlands,2003,161894567.67,9405877.73,2354002.71,46677857.34,53562562.21,2089403.29,4040279.11,4872665.35,28088187.2,889870.34,333577.8,691655.31,634297.38,917704.95,2458925.25,1690690.29,739095.68,1322952.2,519214.52,605749.02,0,0,CO2
Austria,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Poland,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Portugal,2003,55100528.92,1690700,361000,18481800,18075200,895900,2224500,3209100,7521590.43,308100,93000,59100,40000,123800,287200,659138.49,147600,757600,87500,77700,0,0,CO2
Romania,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Slovenia,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Slovakia,2003,35688148.29,174156.07,149081.12,19517502.69,9076736.11,149191.47,1696099.52,189424.18,2891245.89,146802.47,14764.14,2143.31,226448.91,461949.28,168906.64,304014.37,99117.22,165760.66,118565.09,135978.64,0,260.51,CO2
Finland,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Sweden,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Iceland,2003,3027128.08,688653.43,499.27,1104292.83,141387.16,3597.85,190125.63,26118.86,758838.46,1234.07,2786.12,45081.55,2365.61,4170.57,4497.34,7025.26,296.02,1802.45,3374,1173.6,0,39807.98,CO2
Norway,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Switzerland,2003,27483076.78,914227.9,81134.95,8886110.75,681771,2155429.16,1153174.86,2047896.26,6340314.67,721646.78,222121.46,390728.65,143065.04,576525.85,315778.3,1407454.98,84609.65,779960.51,266082.86,315043.16,0,0,CO2
Serbia,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Türkiye,2003,203595305,9062655,1948045,96088709,65027082,125896,7385977,5980962,12212998,1531566,103793,214943,204400,356841,293048,1061493,812488,615259,80338,465504,18392,4916,CO2
European Union - 27 countries (from 2020),2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Belgium,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Bulgaria,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Czechia,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Denmark,2004,72866010.51,2334003.53,2639032.82,7773109.47,23744779.89,1010121.18,1366033.16,1176858.96,30896749.16,118087.33,105852.64,72262.5,111220.34,205244.95,256516.65,432490.62,156771.91,254422.16,86698.02,125755.22,0,0,CO2
Germany,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Estonia,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Ireland,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Greece,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Spain,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
France,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Croatia,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Italy,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Cyprus,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Latvia,2004,7485938.08,512274.42,32192.38,1552958.52,2087918.81,52683.58,298989.39,435226.83,1992493.61,28646.56,17418.45,13841.05,64047.15,36544.71,64549.03,144869.95,51842.12,64892.08,18840,15709.43,0,0,CO2
Lithuania,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Luxembourg,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Hungary,2004,47706802.02,1804181.28,157513.06,11472128.44,20344438.58,243900.39,577027.47,1450814.2,6470336.48,209239.45,567875.42,385049.24,748806.64,507414.05,399913.03,999228,560936.36,452866.24,114473.58,240660.12,0,0,CO2
Malta,2004,2764621.72,21084.18,7105.95,80925.29,2067976.91,12351.1,33208.18,57933.51,352316.99,39317.39,4194.16,197.23,8649.14,13959.73,6657.03,9405.79,2159.34,26141.56,3183.36,17854.88,0,0,CO2
Netherlands,2004,164665917.87,9543991.93,2412484.83,46589963.58,54757807.63,2363698.82,4080485.23,5070826.04,28409147.02,949309.84,339156.28,729352.28,661388.72,965060.1,2559859.67,1774852.69,797175.28,1453422.15,557271.89,650663.87,0,0,CO2
Austria,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Poland,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Portugal,2004,58267076.89,1731100,407900,19344300,19503300,956900,2322000,3386500,7905034.51,312500,90800,81000,35200,124400,288300,665142.38,148800,797900,87500,78500,0,0,CO2
Romania,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Slovenia,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Slovakia,2004,36178457.16,165924.95,147896.37,19471238.21,8823594.41,144664.66,2056534.78,200373.33,3385260.97,142080.63,15850.27,2295.09,218251.95,447901.94,166025.59,290524.61,95280.69,160071.07,113640.39,130771.86,0,275.39,CO2
Finland,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Sweden,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Iceland,2004,3211338.83,683387.76,374.67,1108533.75,126191.84,6902.67,228700.08,27024.21,867059.13,1455.99,2612.68,124816.78,2326.74,4116.6,4315.55,9684.14,256.35,1759.59,7454.67,1153.96,0,3211.67,CO2
Norway,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Switzerland,2004,27924417.96,880690.65,84368.26,9435052.39,670618.94,2216639.61,1190031.56,2032687.81,6111257,740980.3,211983.17,396824.49,142909.53,570370.4,320970.96,1419562.16,87343.63,799417.42,277963.71,334745.97,0,0,CO2
Serbia,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Türkiye,2004,208432272,9759544,1689642,97126872,65847643,122234,6311771,6341791,15120156,1625605,110093,228130,212612,378403,309800,1126084,864702,652004,85419,495030,19552,5185,CO2
European Union - 27 countries (from 2020),2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Belgium,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Bulgaria,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Czechia,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Denmark,2005,77258748.42,2403584.57,2479565.63,7375770.64,20401415.81,1020593.62,1410394.04,1201579.52,38885685.97,131390.75,117515.77,76942.65,109182.41,199247.85,283409.78,491606.78,173648.1,280468.57,93948.92,122797.04,0,0,CO2
Germany,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Estonia,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Ireland,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Greece,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Spain,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
France,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Croatia,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Italy,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Cyprus,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Latvia,2005,7426829.34,507761.87,31016.09,1549252.09,2082756.07,42241.29,280423.73,375925.78,2046853.02,21727.84,20295.78,17347.72,48659.49,30228.14,84576.09,148276.07,45998.25,66550.73,16006.34,10932.95,0,0,CO2
Lithuania,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Luxembourg,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Hungary,2005,47172054.41,1812941.62,155821.68,12078653.13,18454676.16,259761.05,680648.69,1538170.84,7048786.96,194009.43,570771.57,403711.46,711334.82,498079.8,478340.87,976065.06,535976.66,426622.54,111790.98,235891.11,0,0,CO2
Malta,2005,2611005.44,22232.72,4142.58,50005.51,1973763.88,12579.89,32069.25,55921.39,372175.64,19925.21,4052,189.96,5618.3,14211.02,6656.95,9601.46,2000.49,13533.85,1579.59,10745.76,0,0,CO2
Netherlands,2005,161759993.78,9787387.6,2467057.53,46432119.11,51941038.08,2427844.05,4133622.08,4809371.08,28976156.52,866118.65,321103.94,680328.66,594807.94,906811.12,2651966.71,1573648.7,723179.25,1356552.36,514506.38,596374.03,0,0,CO2
Austria,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Poland,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Portugal,2005,61028812.37,1718300,397600,19046500,22604700,977400,2216300,3470700,7963420.14,279400,91600,76400,35800,129600,299700,680892.23,139400,734800,88100,78200,0,0,CO2
Romania,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Slovenia,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Slovakia,2005,35241597.32,179540.13,144285,18601941.87,8266130.22,133858.85,2111555.12,237856.75,3591621.6,157528.17,19045.9,2750.94,241215.92,497326.88,186939.1,318744.78,105057.39,176736.39,124973.66,144162.72,0,325.91,CO2
Finland,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Sweden,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Iceland,2005,2877985.89,668002.64,524.95,1033249.07,121128.08,7217.32,246899.1,29148.6,575399.24,1443.63,2530.15,160454.12,2155.89,3754.64,4366.17,9238.28,274.58,1679.63,6866.39,1134.5,0,2518.92,CO2
Norway,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Switzerland,2005,28312566.08,865536.93,82336.4,9556248.72,709682.16,2277935.12,1217566.08,2061024.23,6043757.06,743461.22,194815.5,422671.55,167562.36,644354.62,347588.68,1450786.36,86698.24,835761.48,272410.88,332368.49,0,0,CO2
Serbia,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Türkiye,2005,225640160,9834368,1709959,99850837,79780925,139541,6178412,6658863,14986905,1734027,115380,240826,229718,397924,322916,1183233,927835,705329,90722,526433,20748,5259,CO2
European Union - 27 countries (from 2020),2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Belgium,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Bulgaria,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Czechia,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Denmark,2006,95135334.21,2396945.03,2473037.66,7648982.58,28060889.52,1073198.65,1460866.83,1219933.45,48843305.43,138540.85,112946.66,79291.82,115138.31,196135.41,290926.2,369653.81,172905.39,269381.36,93214.85,120040.41,0,0,CO2
Germany,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Estonia,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Ireland,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Greece,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Spain,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
France,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Croatia,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Italy,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
Cyprus,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,CO2
